,Station Name,Station Latitude,Station Longitude,Business Category,Business Name,Rating,Number of Reviews,Address,Contact
202,Bank St & Hudson St,40.73652889,-74.00618026,Italian,L'Artusi,4.5,2345,228 W 10th St,(212) 255-5757
203,Bank St & Hudson St,40.73652889,-74.00618026,Southern,Bird Dog,4.5,204,525 Hudson St,(917) 261-4221
204,Bank St & Hudson St,40.73652889,-74.00618026,French,Boucherie West Village,4.5,2270,99 7th Ave S,(212) 837-1616
205,Bank St & Hudson St,40.73652889,-74.00618026,Wine Bars,St Tropez West Village,4.5,274,304 W 4th St,(917) 970-9090
206,Bank St & Hudson St,40.73652889,-74.00618026,French,Pastis,4.0,513,52 Gansevoort St,(212) 929-4844
207,Bank St & Hudson St,40.73652889,-74.00618026,American (New),While We Were Young,4.0,449,183 W 10th St,(917) 675-6272
208,Bank St & Hudson St,40.73652889,-74.00618026,American (Traditional),Anton's,4.0,163,570 Hudson St,(917) 675-6272
209,Bank St & Hudson St,40.73652889,-74.00618026,Thai,Top Thai Greenwich,4.5,1883,235 Sullivan St,(646) 726-4418
210,Bank St & Hudson St,40.73652889,-74.00618026,American (New),Left Bank,4.0,346,117 Perry St,(212) 727-1170
211,Bank St & Hudson St,40.73652889,-74.00618026,Austrian,Wallse,4.0,364,344 W 11th St,(212) 352-2300
212,Bank St & Hudson St,40.73652889,-74.00618026,Georgian,Chama Mama,4.5,680,149 W 14th St,(646) 438-9007
213,Bank St & Hudson St,40.73652889,-74.00618026,French,Tartine,4.0,1056,253 W 11th St,(212) 229-2611
214,Bank St & Hudson St,40.73652889,-74.00618026,Korean,JeJu Noodle Bar,4.0,987,679 Greenwich St,(646) 666-0947
215,Bank St & Hudson St,40.73652889,-74.00618026,American (New),The Mary Lane,4.5,81,99 Bank St,(212) 597-9099
216,Bank St & Hudson St,40.73652889,-74.00618026,Mediterranean,Mémé Mediterranean,4.0,688,581 Hudson St,(646) 692-8450
217,Bank St & Hudson St,40.73652889,-74.00618026,Cocktail Bars,Dante West Village,4.0,207,551 Hudson St,(212) 982-5275
218,Bank St & Hudson St,40.73652889,-74.00618026,American (New),Perry St,4.0,1002,176 Perry St,(212) 352-1900
219,Bank St & Hudson St,40.73652889,-74.00618026,American (Traditional),RH Rooftop Restaurant New York,4.0,854,9 9th Ave,(212) 217-2210
220,Greenwich St & W Houston St,40.728846,-74.008591,Seafood,The Clam,4.0,455,420 Hudson St,(212) 242-7420
221,Greenwich St & W Houston St,40.728846,-74.008591,Pizza,Olio e Più,4.5,4742,3 Greenwich Ave,(212) 243-6546
222,Greenwich St & W Houston St,40.728846,-74.008591,Thai,Top Thai Vintage,4.5,1065,55 Carmine St,(646) 609-2272
223,Greenwich St & W Houston St,40.728846,-74.008591,Mexican,Jajaja Mexicana,4.5,612,63 Carmine St,(917) 262-0184
224,Greenwich St & W Houston St,40.728846,-74.008591,French,Boucherie West Village,4.5,2270,99 7th Ave S,(212) 837-1616
225,Greenwich St & W Houston St,40.728846,-74.008591,Japanese,Raku,4.5,894,48 Macdougal St,(212) 989-4797
226,Greenwich St & W Houston St,40.728846,-74.008591,Japanese,EN Japanese Brasserie,4.0,1356,435 Hudson St,(212) 647-9196
227,Greenwich St & W Houston St,40.728846,-74.008591,Pizza,Emily - West Village,4.0,983,35 Downing St,(917) 935-6434
228,Greenwich St & W Houston St,40.728846,-74.008591,Mediterranean,Shuka,4.5,944,38 MacDougal St,(212) 475-7500
229,Greenwich St & W Houston St,40.728846,-74.008591,Thai,Top Thai Greenwich,4.5,1883,235 Sullivan St,(646) 726-4418
230,Greenwich St & W Houston St,40.728846,-74.008591,American (New),Hudson Clearwater,4.0,667,447 Hudson St,(212) 989-3255
231,Greenwich St & W Houston St,40.728846,-74.008591,American (New),The Leroy House,4.5,184,430 Hudson St,(646) 590-0640
232,Greenwich St & W Houston St,40.728846,-74.008591,Seafood,Ama Raw Bar - West Village,4.5,90,39 Downing St,(646) 351-6998
233,Greenwich St & W Houston St,40.728846,-74.008591,Italian,L'Artusi,4.5,2345,228 W 10th St,(212) 255-5757
234,Greenwich St & W Houston St,40.728846,-74.008591,Cocktail Bars,Dante,4.0,637,79-81 Macdougal St,(212) 982-5275
235,Greenwich St & W Houston St,40.728846,-74.008591,Brazilian,Berimbau Brazilian Kitchen,4.5,243,43 Carmine St,(212) 401-0021
236,Greenwich St & W Houston St,40.728846,-74.008591,Italian,Don Angie,4.5,753,103 Greenwich Ave,(212) 889-8884
237,Greenwich St & W Houston St,40.728846,-74.008591,Mediterranean,Westville,4.0,580,333 Hudson St,(212) 776-1404
238,Greenwich St & W Houston St,40.728846,-74.008591,Korean,JeJu Noodle Bar,4.0,987,679 Greenwich St,(646) 666-0947
239,Greenwich St & W Houston St,40.728846,-74.008591,Vegetarian,Urban Vegan Kitchen,4.0,689,41 Carmine St,(646) 438-9939
240,Madison St & Clinton St,40.71269042,-73.98776323,French,Les Enfants de Boheme,4.5,342,177 Henry St,(646) 476-4843
241,Madison St & Clinton St,40.71269042,-73.98776323,Mexican,Jajaja Mexicana,4.5,1199,162 E Broadway,(646) 883-5453
242,Madison St & Clinton St,40.71269042,-73.98776323,Cantonese,Wu's Wonton King,3.5,485,165 E Broadway,(212) 477-1111
243,Madison St & Clinton St,40.71269042,-73.98776323,Thai,Wayla,4.5,641,100 Forsyth St,(212) 206-2500
244,Madison St & Clinton St,40.71269042,-73.98776323,American (New),Betty,5.0,34,193 Henry St,(646) 556-5081
245,Madison St & Clinton St,40.71269042,-73.98776323,Cocktail Bars,Double Chicken Please,4.5,490,115 Allen St,(646) 678-5452
246,Madison St & Clinton St,40.71269042,-73.98776323,Diners,Golden Diner,4.5,424,123 Madison St,(917) 472-7800
247,Madison St & Clinton St,40.71269042,-73.98776323,Greek,Kiki's,4.0,831,130 Division St,(646) 882-7052
248,Madison St & Clinton St,40.71269042,-73.98776323,Seafood,Cervo's,4.0,131,43 Canal St,(212) 226-2545
249,Madison St & Clinton St,40.71269042,-73.98776323,Basque,Ernesto’s,3.5,138,259 E Broadway,(646) 692-8300
250,Madison St & Clinton St,40.71269042,-73.98776323,Hot Pot,Da Long Yi Hot Pot,4.5,580,159 Canal St,(917) 889-5539
251,Madison St & Clinton St,40.71269042,-73.98776323,Mexican,La Contenta,4.5,908,102 Norfolk St,(212) 432-4180
252,Madison St & Clinton St,40.71269042,-73.98776323,Italian,Gelso & Grand,4.5,1437,186 Grand St,(212) 226-1600
253,Madison St & Clinton St,40.71269042,-73.98776323,Wine Bars,Tomiño Taberna Gallega,4.5,424,192 Grand St,(212) 933-4763
254,Madison St & Clinton St,40.71269042,-73.98776323,Malaysian,Kopitiam,4.0,980,151 E Broadway,(646) 609-3785
255,Madison St & Clinton St,40.71269042,-73.98776323,Szechuan,Ye's Apothecary,4.5,351,119 Orchard St,(646) 609-3785
256,Madison St & Clinton St,40.71269042,-73.98776323,Italian,Bacaro,4.0,428,136 Division St,(212) 941-5060
257,Madison St & Clinton St,40.71269042,-73.98776323,French,LĒNA,4.5,225,137 Eldridge St,(347) 935-1897
258,Madison St & Clinton St,40.71269042,-73.98776323,Japanese,Kaikagetsu NYC,4.5,143,162 Orchard St,(646) 590-3900
259,Madison St & Clinton St,40.71269042,-73.98776323,Thai,Thai Diner,4.0,713,186 Mott St,(646) 559-4140
260,Stanton St & Mangin St,40.71782143,-73.97628939,Seafood,Upstate Craft Beer & Oyster Bar,4.5,2072,95 1st Ave,(646) 791-5400
261,Stanton St & Mangin St,40.71782143,-73.97628939,Korean,Nowon East Village ,4.5,286,507 East 6th St,(646) 692-3867
262,Stanton St & Mangin St,40.71782143,-73.97628939,American (New),Tuome,4.5,665,536 E 5th St,(646) 833-7811
263,Stanton St & Mangin St,40.71782143,-73.97628939,Japanese,Secchu Yokota,5.0,151,199 E 3rd St,(646) 833-7811
264,Stanton St & Mangin St,40.71782143,-73.97628939,Mexican,La Contenta,4.5,908,102 Norfolk St,(212) 432-4180
265,Stanton St & Mangin St,40.71782143,-73.97628939,Bakeries,Clinton Street Baking Company,4.0,5764,4 Clinton St,(646) 602-6263
266,Stanton St & Mangin St,40.71782143,-73.97628939,Japanese,Raku,4.5,1550,342 E 6th St,(212) 228-1324
267,Stanton St & Mangin St,40.71782143,-73.97628939,Cocktail Bars,Antidote,4.5,390,66 S 2nd St,(718) 782-2585
268,Stanton St & Mangin St,40.71782143,-73.97628939,Vietnamese,Ginger and Lemongrass,4.0,576,153 Rivington St,(646) 876-1237
269,Stanton St & Mangin St,40.71782143,-73.97628939,Thai,Thailicious,4.5,260,71 Clinton St,(646) 882-0343
270,Stanton St & Mangin St,40.71782143,-73.97628939,Argentine,Balvanera,4.5,316,152 Stanton St,(917) 746-1660
271,Stanton St & Mangin St,40.71782143,-73.97628939,Cocktail Bars,The Wayland,4.5,539,700 E 9th St,(212) 777-7022
272,Stanton St & Mangin St,40.71782143,-73.97628939,Latin American,Yuca Bar,4.0,1987,111 Avenue A,(212) 982-9533
273,Stanton St & Mangin St,40.71782143,-73.97628939,American (New),Sons of Essex,4.0,1322,133 Essex St,(212) 674-7100
274,Stanton St & Mangin St,40.71782143,-73.97628939,Izakaya,Yopparai,4.5,265,49 Clinton St,(212) 777-7253
275,Stanton St & Mangin St,40.71782143,-73.97628939,Pizza,Barano,4.5,322,26 Broadway,(347) 987-4500
276,Stanton St & Mangin St,40.71782143,-73.97628939,French,Dirty French,4.0,739,180 Ludlow St,(212) 254-3000
277,Stanton St & Mangin St,40.71782143,-73.97628939,Izakaya,Aoi Kitchen,4.5,249,320 E 6th St,(646) 454-0084
278,Stanton St & Mangin St,40.71782143,-73.97628939,Italian,Risotteria Melotti NYC,4.5,386,309 E 5th St,(646) 755-8939
279,Stanton St & Mangin St,40.71782143,-73.97628939,American (New),Sunday in Brooklyn,4.0,1267,348 Wythe Ave,(347) 222-6722
280,Clinton Ave & Flushing Ave,40.69794,-73.96986848,Pizza,Il Porto,4.0,392,37 Washington Ave,(718) 624-0954
281,Clinton Ave & Flushing Ave,40.69794,-73.96986848,Mediterranean,Miss Ada,4.5,458,184 Dekalb Ave,(718) 624-0954
282,Clinton Ave & Flushing Ave,40.69794,-73.96986848,Italian,Evelina,4.5,355,211 Dekalb Ave,(929) 298-0209
283,Clinton Ave & Flushing Ave,40.69794,-73.96986848,Caribbean,Imani,4.0,840,271 Adelphi St,(718) 923-0100
284,Clinton Ave & Flushing Ave,40.69794,-73.96986848,Gastropubs,Putnam's Pub & Cooker,4.0,506,419 Myrtle Ave,(347) 799-2382
285,Clinton Ave & Flushing Ave,40.69794,-73.96986848,Middle Eastern,Holy Pita,5.0,88,10 Clermont Ave,(929) 298-0024
286,Clinton Ave & Flushing Ave,40.69794,-73.96986848,Sushi Bars,66S Fusion,4.0,206,130 Flushing Ave,(718) 222-0050
287,Clinton Ave & Flushing Ave,40.69794,-73.96986848,Italian,Osteria Brooklyn,4.5,231,458 Myrtle Ave,(646) 750-9156
288,Clinton Ave & Flushing Ave,40.69794,-73.96986848,Thai,Thai Holic,4.5,547,372 Myrtle Ave,(718) 222-9992
289,Clinton Ave & Flushing Ave,40.69794,-73.96986848,Thai,Glin Thai Bistro,5.0,91,330 Myrtle Ave,(347) 987-4100
290,Clinton Ave & Flushing Ave,40.69794,-73.96986848,Bagels,Russ & Daughters - Brooklyn,3.0,103,141 Flushing Ave,(212) 475-4880
291,Clinton Ave & Flushing Ave,40.69794,-73.96986848,Cajun/Creole,Soco,4.0,2359,509 Myrtle Ave,(718) 783-1936
292,Clinton Ave & Flushing Ave,40.69794,-73.96986848,American (Traditional),Rustik Tavern,4.0,589,471 Dekalb Ave,(347) 406-9700
293,Clinton Ave & Flushing Ave,40.69794,-73.96986848,American (New),Walter's,4.0,629,166 DeKalb Ave,(718) 488-7800
294,Clinton Ave & Flushing Ave,40.69794,-73.96986848,Bars,LaRina Pastificio & Vino,4.0,227,387 Myrtle Ave,(718) 852-0001
295,Clinton Ave & Flushing Ave,40.69794,-73.96986848,Sushi Bars,U-gu,4.5,189,541 Myrtle Ave,(718) 857-0222
296,Clinton Ave & Flushing Ave,40.69794,-73.96986848,Korean,Tiger Box,4.5,80,169 Park Ave,(646) 320-1177
297,Clinton Ave & Flushing Ave,40.69794,-73.96986848,Delis,Farmer In the Deli,4.5,196,357 Myrtle Ave,(718) 875-9067
298,Clinton Ave & Flushing Ave,40.69794,-73.96986848,Vegan,Luanne's Wild Ginger,4.5,113,235 Dekalb Ave,(718) 638-8868
299,Clinton Ave & Flushing Ave,40.69794,-73.96986848,Coffee & Tea,Brooklyn Roasting Company,3.5,93,200 Flushing Ave,(718) 858-5500
300,Rivington St & Ridge St,40.71850211,-73.98329859,Filipino,Pig and Khao,4.0,1893,68 Clinton St,(212) 920-4485
301,Rivington St & Ridge St,40.71850211,-73.98329859,Thai,Thailicious,4.5,260,71 Clinton St,(646) 882-0343
302,Rivington St & Ridge St,40.71850211,-73.98329859,Izakaya,Yopparai,4.5,265,49 Clinton St,(212) 777-7253
303,Rivington St & Ridge St,40.71850211,-73.98329859,Vietnamese,Ginger and Lemongrass,4.0,576,153 Rivington St,(646) 876-1237
304,Rivington St & Ridge St,40.71850211,-73.98329859,Mexican,La Contenta,4.5,908,102 Norfolk St,(212) 432-4180
305,Rivington St & Ridge St,40.71850211,-73.98329859,Bakeries,Clinton Street Baking Company,4.0,5764,4 Clinton St,(646) 602-6263
306,Rivington St & Ridge St,40.71850211,-73.98329859,Japanese,Davelle,4.0,415,102 Suffolk St,(646) 988-1973
307,Rivington St & Ridge St,40.71850211,-73.98329859,Haitian,Rebel Restaurant and Bar,4.5,108,29 Clinton St,(973) 834-8126
308,Rivington St & Ridge St,40.71850211,-73.98329859,Argentine,Balvanera,4.5,316,152 Stanton St,(917) 746-1660
309,Rivington St & Ridge St,40.71850211,-73.98329859,Burgers,The Burgary,4.0,301,67 Clinton St,(212) 529-6900
310,Rivington St & Ridge St,40.71850211,-73.98329859,Seafood,Upstate Craft Beer & Oyster Bar,4.5,2072,95 1st Ave,(646) 791-5400
311,Rivington St & Ridge St,40.71850211,-73.98329859,Dim Sum,3 Times,4.0,221,90 Clinton St,(646) 609-6324
312,Rivington St & Ridge St,40.71850211,-73.98329859,Seafood,Fish Cheeks,4.5,1371,55 Bond St,(212) 677-2223
313,Rivington St & Ridge St,40.71850211,-73.98329859,Cocktail Bars,Black Crescent,4.0,189,76 Clinton St,(347) 820-4330
314,Rivington St & Ridge St,40.71850211,-73.98329859,Thai,Wayla,4.5,641,100 Forsyth St,(212) 206-2500
315,Rivington St & Ridge St,40.71850211,-73.98329859,Caribbean,Omar's Kitchen and Rum Bar,4.0,263,29A Clinton St,(646) 866-6993
316,Rivington St & Ridge St,40.71850211,-73.98329859,Cocktail Bars,Double Chicken Please,4.5,490,115 Allen St,(646) 678-5452
317,Rivington St & Ridge St,40.71850211,-73.98329859,American (New),Sixty Three Clinton,4.5,133,63 Clinton St,(917) 663-6223
318,Rivington St & Ridge St,40.71850211,-73.98329859,American (New),Sons of Essex,4.0,1322,133 Essex St,(212) 674-7100
319,Rivington St & Ridge St,40.71850211,-73.98329859,Sandwiches,Joey Roses Sandwich Shoppe,4.5,103,174 Rivington St,(646) 692-4020
320,E 114 St & 1 Ave,40.7945663,-73.9362541,Dominican,Santiago's Beer Garden,4.5,885,2337 1st Ave,(212) 920-6165
321,E 114 St & 1 Ave,40.7945663,-73.9362541,Italian,Rao's,4.5,210,455 E 114th St,(212) 722-6709
322,E 114 St & 1 Ave,40.7945663,-73.9362541,Steakhouses,Ricardo Steak House,4.0,1472,2145 2nd Ave,(212) 289-5895
323,E 114 St & 1 Ave,40.7945663,-73.9362541,Latin American,La Avenida,4.5,109,2247 1st Ave,(212) 828-2247
324,E 114 St & 1 Ave,40.7945663,-73.9362541,Tapas Bars,El Kallejon,4.5,342,209 E 117th St,(646) 649-4795
325,E 114 St & 1 Ave,40.7945663,-73.9362541,Latin American,Cascalote Latin Bistro,4.5,397,2126 2nd Ave,(646) 351-6574
326,E 114 St & 1 Ave,40.7945663,-73.9362541,Pizza,Patsy's Pizzeria,4.0,943,2287 1st Ave,(212) 534-9783
327,E 114 St & 1 Ave,40.7945663,-73.9362541,Latin American,Sapoara,4.0,87,2262 1st Ave,(212) 256-0199
328,E 114 St & 1 Ave,40.7945663,-73.9362541,Soul Food,SpaHa Soul and Bone Broth,4.5,134,2294 Second Ave,(347) 463-7387
329,E 114 St & 1 Ave,40.7945663,-73.9362541,Bakeries,Tres Leches Cafe - Harlem,5.0,183,356 E 112th St,(347) 994-8046
330,E 114 St & 1 Ave,40.7945663,-73.9362541,Italian,Nocciola Ristorante,4.0,264,237 E 116th St,(646) 559-5304
331,E 114 St & 1 Ave,40.7945663,-73.9362541,Bakeries,La Tropezienne Bakery,4.5,134,2131 1st Ave,(212) 860-5324
332,E 114 St & 1 Ave,40.7945663,-73.9362541,Coffee & Tea,Love Cafe,4.5,187,283 Pleasant Ave,(212) 369-6916
333,E 114 St & 1 Ave,40.7945663,-73.9362541,Food Trucks,Sidewalk Tacos,4.5,142,2163 2nd Ave,(646) 454-9255
334,E 114 St & 1 Ave,40.7945663,-73.9362541,Tapas/Small Plates,GAUDIr,4.5,70,251 E 110th St,(212) 744-4422
335,E 114 St & 1 Ave,40.7945663,-73.9362541,Cuban,Amor Cubano,4.0,578,2018 3rd Ave,(212) 996-1220
336,E 114 St & 1 Ave,40.7945663,-73.9362541,Juice Bars & Smoothies,Cassava House,4.5,96,2270 First Ave,(646) 928-0219
337,E 114 St & 1 Ave,40.7945663,-73.9362541,Mexican,Guajillo,4.5,59,2277 1st Ave,(646) 912-9971
338,E 114 St & 1 Ave,40.7945663,-73.9362541,Mexican,Ollin Restaurant,4.0,462,339 E 108th St,(212) 828-3644
339,E 114 St & 1 Ave,40.7945663,-73.9362541,Mexican,Bistro Casa Azul,4.5,62,343 Pleasant Ave,(917) 805-0803
340,Columbia St & Lorraine St,40.6747055,-74.0075572,American (New),Buttermilk Channel,4.0,2036,524 Court St,(718) 852-8490
341,Columbia St & Lorraine St,40.6747055,-74.0075572,Seafood,Red Hook Lobster Pound,4.0,1283,284 Van Brunt St,(718) 858-7650
342,Columbia St & Lorraine St,40.6747055,-74.0075572,Argentine,El Mate,4.5,358,550 Court St,(718) 222-1102
343,Columbia St & Lorraine St,40.6747055,-74.0075572,Distilleries,Van Brunt Stillhouse,4.5,83,6 Bay St,(718) 887-6012
344,Columbia St & Lorraine St,40.6747055,-74.0075572,American (Traditional),Red Hook Tavern,4.0,168,329 Van Brunt St,(917) 966-6094
345,Columbia St & Lorraine St,40.6747055,-74.0075572,Barbeque,Hometown Bar-B-Que,4.0,1617,454 Van Brunt St,(347) 294-4644
346,Columbia St & Lorraine St,40.6747055,-74.0075572,Thai,Boran,4.5,269,462 Court St,(718) 490-0207
347,Columbia St & Lorraine St,40.6747055,-74.0075572,American (New),Grindhaus,4.5,118,275 Van Brunt St,(347) 597-3063
348,Columbia St & Lorraine St,40.6747055,-74.0075572,Brazilian,Santo Bruklin,4.5,258,548 Court St,(917) 909-1231
349,Columbia St & Lorraine St,40.6747055,-74.0075572,Italian,Fragole Ristorante,4.5,429,394 Court St,(718) 522-7133
350,Columbia St & Lorraine St,40.6747055,-74.0075572,American (New),Fort Defiance,4.0,378,347 Van Brunt St,(718) 522-7133
351,Columbia St & Lorraine St,40.6747055,-74.0075572,Italian,Frankies 457 Spuntino,4.0,904,457 Court St,(718) 403-0033
352,Columbia St & Lorraine St,40.6747055,-74.0075572,Thai,Ugly Baby,4.0,445,407 Smith St,(347) 689-3075
353,Columbia St & Lorraine St,40.6747055,-74.0075572,Pizza,Lucali,4.0,1981,575 Henry St,(718) 858-4086
354,Columbia St & Lorraine St,40.6747055,-74.0075572,American (New),Bar Bruno,4.0,313,520 Henry St,(347) 763-0850
355,Columbia St & Lorraine St,40.6747055,-74.0075572,Italian,Cremini's - Aperitivo & Kitchen,4.5,63,521 Court St,(929) 305-2967
356,Columbia St & Lorraine St,40.6747055,-74.0075572,Thai,Somtum Der Redhook,4.5,80,380 Van Brunt St,(347) 227-7889
357,Columbia St & Lorraine St,40.6747055,-74.0075572,Italian,Aromi,4.5,44,552 Court St,(347) 529-5752
358,Columbia St & Lorraine St,40.6747055,-74.0075572,Italian,Enoteca on Court,4.0,263,347 Court St,(718) 243-1000
359,Columbia St & Lorraine St,40.6747055,-74.0075572,Ramen,Za-Ya Ramen,4.5,188,545 Court St,(347) 987-4103
360,11 Ave & W 41 St,40.76030096,-73.99884222,Burgers,Kings of Kobe,4.5,440,650 W 42nd St,(646) 370-5121
361,11 Ave & W 41 St,40.76030096,-73.99884222,Cocktail Bars,Dutch Freds,4.5,2010,307 W 47th St,(646) 918-6923
362,11 Ave & W 41 St,40.76030096,-73.99884222,American (New),Bea,4.0,2873,403 W 43rd St,(212) 602-1910
363,11 Ave & W 41 St,40.76030096,-73.99884222,Latin American,Pio Pio 8,4.0,2576,604 10th Ave,(212) 459-2929
364,11 Ave & W 41 St,40.76030096,-73.99884222,Vietnamese,OBAO,4.0,4010,647 9th Ave,(212) 245-8880
365,11 Ave & W 41 St,40.76030096,-73.99884222,American (New),Hold Fast Kitchen & Spirits,4.5,601,364 W 46th St,(917) 261-6691
366,11 Ave & W 41 St,40.76030096,-73.99884222,Bars,Print,4.0,925,653 11th Ave,(212) 757-2224
367,11 Ave & W 41 St,40.76030096,-73.99884222,Italian,La Vela Dining & Bar,4.0,194,558 11th Ave,(212) 695-2112
368,11 Ave & W 41 St,40.76030096,-73.99884222,Thai,Valla Table,4.5,230,641 10th Ave,(212) 245-4601
369,11 Ave & W 41 St,40.76030096,-73.99884222,Sushi Bars,Zen Ramen & Sushi,4.5,2658,150 W 36th street,(646) 870-7509
370,11 Ave & W 41 St,40.76030096,-73.99884222,Breakfast & Brunch,The Marshal,4.0,839,628 10th Ave,(212) 582-6300
371,11 Ave & W 41 St,40.76030096,-73.99884222,Vegan,Beyond Sushi,4.5,712,134 West 37th St,(212) 564-0869
372,11 Ave & W 41 St,40.76030096,-73.99884222,Mediterranean,Mémé Mediterranean,4.0,390,607 10th Ave,(917) 262-0827
373,11 Ave & W 41 St,40.76030096,-73.99884222,American (New),Peak,4.5,444,30 Hudson Yards,(332) 204-8540
374,11 Ave & W 41 St,40.76030096,-73.99884222,Italian,Ci Siamo,4.5,338,440 West 33rd St,(212) 219-6559
375,11 Ave & W 41 St,40.76030096,-73.99884222,Latin American,Buena Vista Restaurant & Bar,4.5,370,536 9th Ave,(212) 388-5040
376,11 Ave & W 41 St,40.76030096,-73.99884222,Steakhouses,West Side Steakhouse,4.0,466,597 10th Ave,(212) 564-4803
377,11 Ave & W 41 St,40.76030096,-73.99884222,Italian,IL Punto Ristorante,4.5,458,507 9th Ave,(212) 244-0088
378,11 Ave & W 41 St,40.76030096,-73.99884222,Italian,Nittis,4.5,349,523 9th Ave,(212) 517-0939
379,11 Ave & W 41 St,40.76030096,-73.99884222,Japanese,Chef's Table at Brooklyn Fare,4.5,666,431 W 37th St,(212) 216-9700
380,Riverside Dr & W 104 St,40.8013434,-73.9711457439,American (Traditional),The Ellington,4.5,139,2745 Broadway,(212) 281-3011
381,Riverside Dr & W 104 St,40.8013434,-73.9711457439,Italian,Fumo- Upper West Side,4.0,238,2791 Broadway,(646) 822-2921
382,Riverside Dr & W 104 St,40.8013434,-73.9711457439,Jazz & Blues,Smoke Jazz & Supper Club,4.0,410,2751 Broadway,(212) 864-6662
383,Riverside Dr & W 104 St,40.8013434,-73.9711457439,Sardinian,Arco Cafe,4.5,352,886 Amsterdam Ave,(646) 781-9080
384,Riverside Dr & W 104 St,40.8013434,-73.9711457439,Noodles,The Tang - Upper West Side,4.5,302,920 Amsterdam Ave,(646) 596-7970
385,Riverside Dr & W 104 St,40.8013434,-73.9711457439,Ramen,Kyuramen -  Upper West Side,4.0,72,2787 Broadway,(917) 265-8722
386,Riverside Dr & W 104 St,40.8013434,-73.9711457439,Japanese,Sushi W,4.5,168,2673 Broadway,(917) 318-9739
387,Riverside Dr & W 104 St,40.8013434,-73.9711457439,Cocktail Bars,Nobody Told Me,4.5,236,951 Amsterdam Ave,(917) 318-9739
388,Riverside Dr & W 104 St,40.8013434,-73.9711457439,Chinese,Flor de Mayo,4.0,643,2651 Broadway,(212) 663-5520
389,Riverside Dr & W 104 St,40.8013434,-73.9711457439,Bars,The Calaveras,4.5,231,949 Columbus Ave,(646) 484-6533
